ax,ay,az,gx,gy,gz,mx,my,mz
1.00,-0.09,0.03,-1.22,0.18,0.00,-11.00,23.00,-47.00
1.00,-0.08,0.03,-0.61,0.12,-0.49,-11.00,25.00,-44.00
1.00,-0.09,0.03,-1.16,0.31,0.18,-12.00,22.00,-45.00
1.00,-0.08,0.03,-0.18,-0.24,-0.49,-11.00,23.00,-44.00
1.00,-0.08,0.03,0.31,-0.79,-0.49,-9.00,25.00,-48.00
1.00,-0.09,0.03,0.31,-0.55,-0.85,-11.00,25.00,-48.00
1.00,-0.08,0.03,1.65,-0.73,-1.65,-10.00,23.00,-52.00
1.00,-0.08,0.03,-0.61,0.18,0.31,-10.00,23.00,-48.00
1.00,-0.08,0.04,-1.59,0.79,0.43,-11.00,24.00,-43.00
1.00,-0.08,0.03,-1.22,1.22,0.43,-10.00,24.00,-48.00
1.00,-0.09,0.03,-0.43,-0.24,-0.43,-11.00,24.00,-46.00
1.00,-0.08,0.03,-0.73,0.37,0.00,-12.00,24.00,-45.00
1.00,-0.09,0.04,-0.49,-0.24,-0.49,-11.00,25.00,-46.00
1.00,-0.09,0.04,-0.31,-0.18,-0.85,-11.00,23.00,-48.00
1.00,-0.08,0.04,-0.37,-0.06,-0.12,-11.00,24.00,-46.00
1.00,-0.09,0.04,-1.10,0.61,0.00,-11.00,25.00,-46.00
1.00,-0.09,0.03,-0.55,-0.49,-0.06,-12.00,24.00,-40.00
1.00,-0.08,0.03,-0.85,0.61,0.43,-12.00,25.00,-44.00
1.00,-0.08,0.03,0.67,0.24,-1.04,-12.00,24.00,-47.00
1.00,-0.09,0.04,-0.79,0.73,0.00,-11.00,24.00,-49.00
1.00,-0.08,0.03,-0.85,1.22,0.61,-11.00,23.00,-44.00
1.00,-0.08,0.03,-0.31,0.92,0.49,-12.00,24.00,-44.00
1.00,-0.07,0.02,-0.49,0.24,1.53,-12.00,23.00,-47.00
1.00,-0.08,0.02,-0.61,0.24,1.16,-11.00,24.00,-49.00
1.00,-0.07,0.02,-0.49,0.18,0.73,-12.00,21.00,-44.00
